slug,name,homepage,registry_url,registry_source,repo_full_name,repo_url,description,license,gh_stars,gh_forks,gh_pushed_at,gh_days_since_push,maintenance,item_count,free_item_count,paid_item_count,access,docs_url,preview_embeddable,status,first_seen,last_seen,last_crawled_at,gone_on,notes
magicui,magicui,https://magicui.design,https://magicui.design/r/registry.json,live,magicuidesign/magicui,https://github.com/magicuidesign/magicui,,,,,,,,247,247,0,free,https://magicui.design/docs/components/magic-card,true,active,2026-08-01,2026-09-04,2026-09-04T08:16:01.694+00:00,,
magnetic-tabs,magnetic-tabs,https://github.com,https://raw.githubusercontent.com/aquarius-wing/magnetic-hover-tab/main/registry.json,github,aquarius-wing/magnetic-hover-tab,https://github.com/aquarius-wing/magnetic-hover-tab,"A magnetic hover tabs component for interactive navigation, category switching, and visual tab previews.",,0,0,2026-02-17T11:54:57+00:00,199,26,1,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:55.007+00:00,,
manifest-ui,Manifest UI,https://ui.manifest.build,https://ui.manifest.build/r/registry.json,live,,,,,,,,,,32,32,0,free,https://ui.manifest.build/blocks/form/contact-form,,active,2026-08-01,2026-09-04,2026-09-04T08:32:50.311+00:00,,
manner,manner,https://ui.myudak.com,https://ui.myudak.com/r/registry.json,live,myudak/ui,https://github.com/myudak/ui,,,,,,,,44,44,0,free,https://ui.myudak.com/components/button,true,active,2026-08-02,2026-09-04,2026-09-04T08:19:31.718+00:00,,
manteen-interoperability-registry,Manteen Interoperability Registry,https://github.com,https://raw.githubusercontent.com/arimxyer/manteen-interop-registry/main/public/r/registry.json,github,arimxyer/manteen-interop-registry,https://github.com/arimxyer/manteen-interop-registry,Hand-authored live registry proving Manteen interchange interoperability,MIT,0,0,2026-07-31T03:06:12+00:00,32,76,2,0,0,unknown,,,active,2026-08-02,2026-09-01,2026-09-01T08:42:24.468+00:00,,
mapcn,mapcn,https://mapcn.dev,https://mapcn.dev/r/registry.json,live,AnmolSaini16/mapcn,https://github.com/AnmolSaini16/mapcn,"Beautiful map components. 100% Free, Zero config, one command setup.",MIT,12001,701,2026-08-16T15:48:15+00:00,19,86,9,9,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:24:32.573+00:00,,
mapcn-anmolsaini16,mapcn,https://mapcn.dev,https://mapcn.dev/r/registry.json,live,AnmolSaini16/mapcn,https://github.com/AnmolSaini16/mapcn,"Beautiful map components. 100% Free, Zero config, one command setup.",MIT,11966,701,2026-08-16T15:48:15+00:00,17,86,9,9,0,free,,,active,2026-09-02,2026-09-02,2026-09-02T08:24:19.219+00:00,,
mapcn-anonimous071,mapcn,https://anonimous071.github.io,https://raw.githubusercontent.com/anonimous071/mapcn/main/public/maps/registry.json,github,anonimous071/mapcn,https://github.com/anonimous071/mapcn,"🗺️ Create beautiful maps effortlessly with mapcn—the open source solution powered by MapLibre GL and styled with Tailwind, for fast, responsive mapping.",MIT,1,0,2026-09-04T08:12:04+00:00,0,94,1,1,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:31:41.549+00:00,,
mapcn-kr,mapcn-kr,https://github.com,https://raw.githubusercontent.com/DevMinGeonPark/mapcn-kr/main/registry.json,github,DevMinGeonPark/mapcn-kr,https://github.com/DevMinGeonPark/mapcn-kr,,MIT,0,0,2026-07-19T06:07:50+00:00,46,76,1,0,0,unknown,,,active,2026-08-02,2026-09-03,2026-09-03T08:35:53.652+00:00,,
mapcn-svelte,mapcn-svelte,https://mapcn-svelte.dev,https://mapcn-svelte.dev/r/index.json,live,MariusLang/mapcn-svelte,https://github.com/MariusLang/mapcn-svelte,Beautiful shadcn-svelte map components.,MIT,203,3,2026-08-27T14:13:05+00:00,0,94,9,9,0,free,https://mapcn-svelte.dev/docs/components/map,true,gone,2026-08-01,2026-08-27,2026-08-27T18:59:33.416+00:00,2026-08-31,
mapcnjsx,mapcnjsx,https://github.com,https://raw.githubusercontent.com/Untitled-Master/mapcn.jsx/main/public/maps/registry.json,github,Untitled-Master/mapcn.jsx,https://github.com/Untitled-Master/mapcn.jsx,,,3,0,2026-01-02T10:14:57+00:00,230,26,1,0,0,unknown,,,gone,2026-08-02,2026-08-20,2026-08-20T08:20:05.198+00:00,2026-08-27,
masai-blocks,acme,https://acme.com,https://raw.githubusercontent.com/masai-codes/masai-blocks/main/public/r/registry.json,github,masai-codes/masai-blocks,https://github.com/masai-codes/masai-blocks,,,0,0,2026-07-30T14:53:41+00:00,36,76,26,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:37:17.411+00:00,,
matechat,matechat,http://matechat.noctisynth.org,http://matechat.noctisynth.org/r/registry.json,live,DevCloudFE/matechat-react,https://github.com/DevCloudFE/matechat-react,"React version of MateChat, a frontend AI scenario solution UI library based on Huawei DevUI Design.",MIT,29,12,2026-05-18T18:06:08+00:00,109,49,6,6,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:27:18.728+00:00,,
matos-ui,matos/ui,https://matos-ui.com,https://raw.githubusercontent.com/SilasMatos/matos-ui/master/apps/docs/registry.json,github,SilasMatos/matos-ui,https://github.com/SilasMatos/matos-ui,"A modern UI component library built with React, TypeScript, Tailwind CSS, and Motion, focused on premium user experiences",MIT,26,0,2026-08-26T22:54:22+00:00,8,86,94,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:27:23.906+00:00,,
matsu-theme,matsu-theme,https://matsu-theme.vercel.app,https://raw.githubusercontent.com/mateusz-wierzbicki/matsu-theme/main/registry.json,github,mateusz-wierzbicki/matsu-theme,https://github.com/mateusz-wierzbicki/matsu-theme,Ghibli Studio inspired theme for shadcn/ui made by Matt Wierzbicki. This theme is designed to be a modern and clean theme that is easy to use and customize. It is inspired by the Ghibli Studio movies and features a unique and beautiful color palette and watercolor paper texture.,MIT,14,3,2025-04-29T13:16:26+00:00,493,6,1,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:28:06.696+00:00,,
mcoli-ui-registry,mcoli-ui-registry,https://mcoli-ui.microclub.info,https://mcoli-ui.microclub.info/r/registry.json,live,MicroClub-USTHB/mcoli-ui,https://github.com/MicroClub-USTHB/mcoli-ui,React component library that brings professional-grade UI components with a bold MicroClub DNA,MIT,41,10,2026-08-31T22:03:28+00:00,3,94,42,42,0,free,https://mcoli-ui.microclub.info/docs/components/mc-button,true,active,2026-08-01,2026-09-04,2026-09-04T08:27:07.543+00:00,,
mcs-ui,mcs-ui,https://mcs-ui.dev,https://raw.githubusercontent.com/devmanucs/mcs-ui/main/packages/registry/registry.json,github,devmanucs/mcs-ui,https://github.com/devmanucs/mcs-ui,"Coleção de componentes para landing pages — heroes, cards de features, CTAs e seções prontas pra compor sua página em minutos.",,1,0,2026-08-04T12:50:59+00:00,31,76,25,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:29:31.979+00:00,,
meda,@meda,https://meda.medalsocial.com,https://meda.medalsocial.com/registry.json,live,Medal-Social/meda,https://github.com/Medal-Social/meda,Shared Meda UI shell and runtime package,Apache-2.0,4,4,2026-08-31T18:17:54+00:00,4,94,12,12,0,free,https://meda.medalsocial.com/docs/components/meda-shell,true,active,2026-08-01,2026-09-04,2026-09-04T08:28:57.531+00:00,,
merit-systems-echo,Merit Systems: Echo,https://echo.merit.systems,https://raw.githubusercontent.com/Merit-Systems/echo/master/packages/sdk/component-registry/registry.json,github,Merit-Systems/echo,https://github.com/Merit-Systems/echo,The User Pays AI SDK,NOASSERTION,545,89,2026-06-26T21:48:33+00:00,69,66,2,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:25:46.296+00:00,,
mermaidcn,mermaidcn,https://mermaidcn.vercel.app,https://raw.githubusercontent.com/Riley1101/mermaidcn/main/public/r/registry.json,github,Riley1101/mermaidcn,https://github.com/Riley1101/mermaidcn,Mermaid diagram renderer for React,,23,1,2026-02-15T16:13:10+00:00,201,26,3,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:27:38.871+00:00,,
message-composer,message-composer,https://mdx-editor.github.io,https://raw.githubusercontent.com/mdx-editor/message-composer/main/registry.json,github,mdx-editor/message-composer,https://github.com/mdx-editor/message-composer,React message composer component for chat and AI agent interfaces,,0,0,2026-08-30T07:01:53+00:00,5,94,8,0,0,unknown,,,active,2026-08-30,2026-09-04,2026-09-04T08:36:22.174+00:00,,
messy-ui,messy-ui,https://messyui.dev,https://raw.githubusercontent.com/bhaveshsinghal95182/messy-ui/master/registry.json,github,bhaveshsinghal95182/messy-ui,https://github.com/bhaveshsinghal95182/messy-ui,,,2,1,2026-08-31T15:02:36+00:00,4,94,8,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:29:12.763+00:00,,
metrics,metrics,https://metrics-ui.revrebel.io,https://raw.githubusercontent.com/REVREBEL/Metrics-Core/main/apps/registry/registry.json,github,REVREBEL/Metrics-Core,https://github.com/REVREBEL/Metrics-Core,,,0,0,2026-08-04T23:41:33+00:00,0,94,331,0,0,unknown,,,gone,2026-08-02,2026-08-05,2026-08-05T08:26:21.607+00:00,2026-08-09,
metrics-ui-registry,Metrics UI Registry,https://metrics-ui.revrebel.io,https://raw.githubusercontent.com/REVREBEL/Metrics-Core-Dep/main/packages/ui/registry.json,github,REVREBEL/Metrics-Core-Dep,https://github.com/REVREBEL/Metrics-Core-Dep,,,0,0,2026-08-01T10:00:50+00:00,1,94,283,0,0,unknown,,,gone,2026-08-02,2026-08-02,2026-08-02T18:22:53.746+00:00,2026-08-06,
mhl5-registry,mhl5-registry,https://mhl5.vercel.app,https://raw.githubusercontent.com/MhL5/mhl5.vercel.app/main/registry.json,github,MhL5/mhl5.vercel.app,https://github.com/MhL5/mhl5.vercel.app,Next js 16 Portfolio with custom shadcn registry,,18,0,2026-08-21T06:43:56+00:00,14,86,29,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:27:56.434+00:00,,
mi-registro,mi-registro,https://mi-registro.com,https://raw.githubusercontent.com/israelmw/quickaudit/HEAD/registry.json,github,israelmw/quickaudit,https://github.com/israelmw/quickaudit,,,,,,,,1,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:19:37.899+00:00,,
mindmapcn,mindmapcn,https://mindmapcn.mind-elixir.com,https://raw.githubusercontent.com/SSShooter/mindmapcn/master/registry.json,github,SSShooter/mindmapcn,https://github.com/SSShooter/mindmapcn,"Beautiful mind maps, works seamlessly with shadcn/ui.",MIT,84,4,2026-08-14T09:45:44+00:00,21,86,1,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:26:45.619+00:00,,
mindmapcn-svelte,mindmapcn-svelte,https://mindmapcn-svelte.mind-elixir.com,https://raw.githubusercontent.com/SSShooter/mindmapcn-svelte/HEAD/registry.json,github,SSShooter/mindmapcn-svelte,https://github.com/SSShooter/mindmapcn-svelte,,,,,,,,1,0,0,unknown,,,active,2026-08-22,2026-09-04,2026-09-04T08:19:36.555+00:00,,
misamo,misamo,https://misamo.io,https://raw.githubusercontent.com/henriquemtn/misamo/main/registry.json,github,henriquemtn/misamo,https://github.com/henriquemtn/misamo,Misamo is a open source components made with Motion and TailwindCSS,MIT,0,0,2025-05-09T04:23:20+00:00,483,6,46,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:37.898+00:00,,
mischief,@mischief,https://ui.tinkererslabs.com,https://ui.tinkererslabs.com/r/registry.json,live,Tinkerers-Labs/mischief-ui,https://github.com/Tinkerers-Labs/mischief-ui,"Playful, production-ready React components for shadcn projects.",MIT,1,0,2026-09-03T20:59:40+00:00,0,94,234,234,0,free,https://ui.tinkererslabs.com/docs/components/magnetic-tabs/,true,active,2026-08-27,2026-09-04,2026-09-04T08:32:02.714+00:00,,
misty-step,misty-step,https://aesthetic.mistystep.io,https://raw.githubusercontent.com/misty-step/aesthetic/master/site/r/registry.json,github,misty-step/aesthetic,https://github.com/misty-step/aesthetic,a design system,MIT,3,0,2026-07-13T20:44:58+00:00,27,86,37,0,0,unknown,,,gone,2026-08-01,2026-08-10,2026-08-10T08:20:20.523+00:00,2026-08-14,
mnicloud,mnicloud,https://raw.github.com,https://raw.githubusercontent.com/mNi-Cloud/ui-lib/main/registry.json,github,mNi-Cloud/ui-lib,https://github.com/mNi-Cloud/ui-lib,,,0,0,2025-05-24T02:34:03+00:00,468,6,24,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:26.81+00:00,,
moco,moco,https://mocoui.site,https://mocoui.site/r/registry.json,live,shreya0204/moco,https://github.com/shreya0204/moco,Editorial React components for technical essays and blogs. Or just ask Claude to add one.,MIT,1,0,2026-08-19T16:33:52+00:00,16,86,20,20,0,free,https://mocoui.site/components/code,true,active,2026-08-16,2026-09-04,2026-09-04T08:32:07.233+00:00,,
model-select,model-select,https://github.com,https://raw.githubusercontent.com/simonorzel26/shadcn-aisdk-model-select/main/registry.json,github,simonorzel26/shadcn-aisdk-model-select,https://github.com/simonorzel26/shadcn-aisdk-model-select,,,0,0,2025-07-12T12:07:15+00:00,419,6,1,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:43.071+00:00,,
more-shadcn-noair,more-shadcn-noair,https://more-shadcn.noair.fun,https://more-shadcn.noair.fun/r/index.json,live,,,,,,,,,,43,43,0,free,https://more-shadcn.noair.fun/docs/components/audio,true,active,2026-08-01,2026-09-04,2026-09-04T08:35:05.699+00:00,,
morphiq,morphiq,https://morphiq.prathampatel.design,https://morphiq.prathampatel.design/r/registry.json,live,prathamhpatel/morphiq,https://github.com/prathamhpatel/morphiq,,,,,,,,6,6,0,free,,,active,2026-08-31,2026-09-04,2026-09-04T08:19:37.455+00:00,,
motion-primitives,motion-primitives,https://motion-primitives.com,https://raw.githubusercontent.com/ibelick/motion-primitives/HEAD/public/c/registry.json,github,ibelick/motion-primitives,https://github.com/ibelick/motion-primitives,,,,,,,,33,33,0,free,,,gone,2026-08-01,2026-08-02,2026-08-02T18:08:09.142+00:00,2026-08-06,
motion-primitives-vue,motion-primitives-vue,https://vue.motion-primitives.com,https://raw.githubusercontent.com/laurensiusadi/motion-primitives-vue/main/public/c/registry.json,github,laurensiusadi/motion-primitives-vue,https://github.com/laurensiusadi/motion-primitives-vue,Vue port of motion-primitives,MIT,0,0,2026-02-27T05:04:09+00:00,189,26,33,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:37:15.341+00:00,,
motiq,motiq,https://www.motiq.dev,https://www.motiq.dev/r/registry.json,live,RMahammad/motiq,https://github.com/RMahammad/motiq,"Beautiful, production-ready animated React & shadcn components, installed as editable source. Free & open source.",MIT,15,1,2026-08-11T21:57:47+00:00,23,86,100,100,0,free,https://motiq.dev/components/ai-response-stream,true,active,2026-08-12,2026-09-04,2026-09-04T08:28:03.18+00:00,,
moumenlab,moumenlab,https://lab.moumen.dev,https://lab.moumen.dev/r/registry.json,live,moumen-soliman/lab,https://github.com/moumen-soliman/lab,"A small lab of the components we build every day, rethought for better feel. Copy the source if that’s all you need. Stay for how each one was built, dead ends included, written for frontend and design engineers who want the why",MIT,160,3,2026-08-05T22:06:04+00:00,29,86,14,14,0,free,https://lab.moumen.dev/components/unlimited-nested-menu,true,active,2026-08-11,2026-09-04,2026-09-04T08:26:23.179+00:00,,
movingicons,movingicons,https://movingicons.dev,https://movingicons.dev/r/index.json,live,jis3r/icons,https://github.com/jis3r/icons,,,,,,,,555,555,0,free,,,active,2026-08-27,2026-09-04,2026-09-04T08:19:37.939+00:00,,
mrdoge-ui,mrdoge-ui,https://mrdoge.co,https://mrdoge.co/r/registry.json,live,mrdogeco/docs,https://github.com/mrdogeco/docs,Open-source components for sports apps. Built with Tailwind and shadcn/ui.,MIT,4,0,2026-08-14T15:43:39+00:00,21,86,26,26,0,free,https://mrdoge.co/docs/ui/components/match-card,,active,2026-08-12,2026-09-04,2026-09-04T08:28:59.914+00:00,,
muffled-ui-registry,muffled-ui-registry,https://ui.muffled.studio,https://ui.muffled.studio/registry.json,live,muffled-studio/muffled.ui,https://github.com/muffled-studio/muffled.ui,shadcn registry for muffled.studio UI,,0,0,2026-07-22T14:16:31+00:00,44,76,55,55,0,free,https://ui.muffled.studio/components/accordion,true,active,2026-08-02,2026-09-04,2026-09-04T08:36:48.974+00:00,,
mulroy-dev,mulroy.dev,https://registry.mulroy.dev,https://raw.githubusercontent.com/dmmulroy/mulroy.dev/main/workers/registry/registry.json,github,dmmulroy/mulroy.dev,https://github.com/dmmulroy/mulroy.dev,,,7,0,2025-12-08T14:27:53+00:00,270,26,4,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:28:39.613+00:00,,
muneerui,muneerui,https://muneer-ui.vercel.app,https://raw.githubusercontent.com/Muneerali199/MuneerUI/HEAD/registry.json,github,Muneerali199/MuneerUI,https://github.com/Muneerali199/MuneerUI,,,,,,,,458,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:19:38.816+00:00,,
murphy,murphy,https://onchainkit.murphyai.dev,https://raw.githubusercontent.com/Murphy-CodeLabs/murphy/HEAD/registry.json,github,Murphy-CodeLabs/murphy,https://github.com/Murphy-CodeLabs/murphy,,,,,,,,45,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:19:43.56+00:00,,
my-custom-ui,my-custom-ui,https://github.com,https://raw.githubusercontent.com/AyushPandey003/my-custom-ui/main/registry.json,github,AyushPandey003/my-custom-ui,https://github.com/AyushPandey003/my-custom-ui,,,0,0,2026-08-09T15:49:16+00:00,26,86,6,0,0,unknown,,,active,2026-08-10,2026-09-04,2026-09-04T08:36:37.141+00:00,,
my-design-system,my-design-system,https://test-registry-pi.vercel.app,https://raw.githubusercontent.com/jgumpert-3000/test-registry/HEAD/registry.json,github,jgumpert-3000/test-registry,https://github.com/jgumpert-3000/test-registry,,,,,,,,4,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:19:41.219+00:00,,
my-loaders,my-loaders,https://my-loaders.com,https://raw.githubusercontent.com/HimanshuTamoli24/loader/main/registry.json,github,HimanshuTamoli24/loader,https://github.com/HimanshuTamoli24/loader,,,0,0,2026-08-20T21:23:56+00:00,0,94,1,0,0,unknown,,,gone,2026-08-21,2026-08-21,2026-08-21T08:29:56.826+00:00,2026-08-27,
mynaui,mynaui,https://mynaui.com,https://mynaui.com/registry.json,live,,,,,,,,,,346,346,0,free,,,active,2026-08-01,2026-09-04,2026-09-04T08:32:52.357+00:00,,
myndui,myndui,https://myndui.design,https://raw.githubusercontent.com/yethikrishna/myndui/HEAD/registry.json,github,yethikrishna/myndui,https://github.com/yethikrishna/myndui,,,,,,,,108,0,0,unknown,,,active,2026-09-01,2026-09-04,2026-09-04T08:19:45.628+00:00,,
myui,myui,https://exoxy.shop,https://raw.githubusercontent.com/Niraj037/my-ui/HEAD/registry.json,github,Niraj037/my-ui,https://github.com/Niraj037/my-ui,,,,,,,,14,0,0,unknown,,,active,2026-08-10,2026-09-04,2026-09-04T08:19:50.718+00:00,,
mzizi,mzizi,https://design.nyuchi.com,https://raw.githubusercontent.com/nyuchi/mzizi/HEAD/registry.json,github,nyuchi/mzizi,https://github.com/nyuchi/mzizi,,,,,,,,575,0,0,unknown,,,active,2026-08-03,2026-09-04,2026-09-04T08:19:56.523+00:00,,
n3wth,n3wth,https://kit.n3wth.com,https://raw.githubusercontent.com/n3wth/kit/main/registry.json,github,n3wth/kit,https://github.com/n3wth/kit,"AI-native component registry. Ship your design system to v0, Cursor, Claude Code, and every AI coding tool.",MIT,0,0,2026-09-03T22:35:15+00:00,0,94,49,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:06.025+00:00,,
naraku-mapcn-expand,@naraku/mapcn-expand,https://mapcn-expand.vercel.app,https://raw.githubusercontent.com/narakuR/mapcn-expand/main/registry.json,github,narakuR/mapcn-expand,https://github.com/narakuR/mapcn-expand,"Beautiful map components. 100% Free, Zero config, one command setup.",MIT,0,0,2026-03-21T10:38:15+00:00,167,49,1,0,0,unknown,,,active,2026-08-02,2026-09-04,2026-09-04T08:36:35.589+00:00,,
nasu,nasu,https://nasu726.github.io,https://raw.githubusercontent.com/Nasu726/Nasu-Stack/HEAD/registry.json,github,Nasu726/Nasu-Stack,https://github.com/Nasu726/Nasu-Stack,,,,,,,,51,0,0,unknown,,,active,2026-08-22,2026-09-04,2026-09-04T08:19:57.321+00:00,,
nativeui,nativeui,https://nativeui.ribbi.ch,https://nativeui.ribbi.ch/r/registry.json,live,nativeui-org/ui,https://github.com/nativeui-org/ui,"A set of beautifully-designed, accessible React Native components distributed via the shadcn registry. Works with Expo and your favorite tools. Open Source.",MIT,239,7,2026-01-21T13:11:31+00:00,226,26,29,29,0,free,https://nativeui.ribbi.ch/docs/components/accordion,true,active,2026-08-01,2026-09-04,2026-09-04T08:26:08.24+00:00,,
navdeep-singh,navdeep-singh,https://ui.navdeepsingh.dev,https://ui.navdeepsingh.dev/r/registry.json,live,Navdeepannu/Portfolio,https://github.com/Navdeepannu/Portfolio,"A modern developer portfolio built to showcase projects, UI components, and experiments while I learn and build in public.",MIT,6,0,2026-08-24T23:28:13+00:00,10,86,62,62,0,free,https://ui.navdeepsingh.dev/components/animated-numbers,true,active,2026-08-01,2026-09-04,2026-09-04T08:28:49.123+00:00,,
ncdai,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/Prathamesh-exe/prathfolio/main/chanhdai.com/public/r/registry.json,github,Prathamesh-exe/prathfolio,https://github.com/Prathamesh-exe/prathfolio,,,0,0,2026-07-02T11:54:56+00:00,64,66,17,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:37:18.241+00:00,,
ncdai-10,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/Ramadan-Elgamal/Personal-Portfolio/main/public/r/registry.json,github,Ramadan-Elgamal/Personal-Portfolio,https://github.com/Ramadan-Elgamal/Personal-Portfolio,,MIT,0,0,2026-05-31T17:02:18+00:00,93,49,20,0,0,unknown,,,active,2026-09-01,2026-09-01,2026-09-01T08:41:34.688+00:00,,
ncdai-11,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/srirae/iamsri/main/public/r/registry.json,github,srirae/iamsri,https://github.com/srirae/iamsri,,MIT,0,0,2026-08-31T22:20:14+00:00,1,94,61,0,0,unknown,,,active,2026-09-02,2026-09-02,2026-09-02T08:39:30.151+00:00,,
ncdai-12,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/Untel/untel.github.io/master/public/r/registry.json,github,Untel/untel.github.io,https://github.com/Untel/untel.github.io,,MIT,0,0,2026-04-21T00:00:35+00:00,134,49,46,0,0,unknown,,,active,2026-08-31,2026-09-02,2026-09-02T08:39:43.569+00:00,,
ncdai-14,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/Sumeet011/Portfolio/main/public/r/registry.json,github,Sumeet011/Portfolio,https://github.com/Sumeet011/Portfolio,,MIT,0,0,2026-08-26T12:13:42+00:00,7,94,48,0,0,unknown,,,active,2026-08-31,2026-09-02,2026-09-02T08:39:53.856+00:00,,
ncdai-15,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/Sumeet011/Portfolio/main/public/r/registry.json,github,Sumeet011/Portfolio,https://github.com/Sumeet011/Portfolio,,MIT,0,0,2026-08-26T12:13:42+00:00,5,94,48,0,0,unknown,,,gone,2026-08-31,2026-08-31,2026-08-31T16:45:29.045+00:00,2026-09-04,
ncdai-16,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/Sumeet011/Portfolio/main/public/r/registry.json,github,Sumeet011/Portfolio,https://github.com/Sumeet011/Portfolio,,MIT,0,0,2026-08-26T12:13:42+00:00,6,94,48,0,0,unknown,,,active,2026-09-01,2026-09-01,2026-09-01T08:42:09.576+00:00,,
ncdai-17,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/exekartik/exeKartik/main/registry.json,github,exekartik/exeKartik,https://github.com/exekartik/exeKartik,Portfolio Website,MIT,0,0,2026-08-12T13:26:16+00:00,20,86,62,0,0,unknown,,,active,2026-09-01,2026-09-01,2026-09-01T08:42:29.339+00:00,,
ncdai-3,ncdai,https://chanhdai.com,https://chanhdai.com/r/registry.json,live,ncdai/chanhdai.com,https://github.com/ncdai/chanhdai.com,,,,,,,,64,64,0,free,https://chanhdai.com/components/haptic,,active,2026-09-02,2026-09-02,2026-09-02T08:35:16.876+00:00,,
ncdai-4,ncdai,https://chanhdai.com,https://chanhdai.com/r/registry.json,live,ncdai/chanhdai.com,https://github.com/ncdai/chanhdai.com,,,,,,,,64,64,0,free,,,gone,2026-08-31,2026-08-31,2026-08-31T16:41:22.339+00:00,2026-09-04,
ncdai-5,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/rhr3032/gitfolio/main/public/r/registry.json,github,rhr3032/gitfolio,https://github.com/rhr3032/gitfolio,,MIT,0,0,2026-06-10T10:14:49+00:00,84,66,54,0,0,unknown,,,active,2026-09-01,2026-09-02,2026-09-02T08:38:55.424+00:00,,
ncdai-7,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/rhr3032/gitfolio/main/public/r/registry.json,github,rhr3032/gitfolio,https://github.com/rhr3032/gitfolio,,MIT,0,0,2026-06-10T10:14:49+00:00,83,66,54,0,0,unknown,,,active,2026-08-31,2026-09-01,2026-09-01T08:41:20.018+00:00,,
ncdai-8,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/Ramadan-Elgamal/Personal-Portfolio/main/public/r/registry.json,github,Ramadan-Elgamal/Personal-Portfolio,https://github.com/Ramadan-Elgamal/Personal-Portfolio,,MIT,0,0,2026-05-31T17:02:18+00:00,94,49,20,0,0,unknown,,,active,2026-09-02,2026-09-02,2026-09-02T08:39:19.375+00:00,,
ncdai-9,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/Ramadan-Elgamal/Personal-Portfolio/main/public/r/registry.json,github,Ramadan-Elgamal/Personal-Portfolio,https://github.com/Ramadan-Elgamal/Personal-Portfolio,,MIT,0,0,2026-05-31T17:02:18+00:00,92,49,20,0,0,unknown,,,gone,2026-08-31,2026-08-31,2026-08-31T16:44:44.873+00:00,2026-09-04,
ncdai-chanhdai,ncdai,https://chanhdai.com,https://raw.githubusercontent.com/GodXSpell/TarunpreetSingh.com/main/public/r/registry.json,github,GodXSpell/TarunpreetSingh.com,https://github.com/GodXSpell/TarunpreetSingh.com,"Personal portfolio reflecting my work, curiosity, and approach to building systems through code.",MIT,1,0,2026-07-08T19:40:52+00:00,56,76,10,0,0,unknown,,,active,2026-08-31,2026-09-02,2026-09-02T08:34:13.795+00:00,,
ncdai-chirags,ncdai,https://www.chirags.dev,https://www.chirags.dev/r/registry.json,live,chirraaggggg/chirags.dev,https://github.com/chirraaggggg/chirags.dev,,MIT,0,0,2026-08-16T20:35:23+00:00,19,86,28,28,0,free,,,active,2026-08-02,2026-09-04,2026-09-04T08:37:15.153+00:00,,
ncdai-cuzeacflorin,ncdai,https://cuzeacflorin.fr,https://cuzeacflorin.fr/r/registry.json,live,envindavsorg/portfolio,https://github.com/envindavsorg/portfolio,-- a minimal dev portfolio with component registry and blog,MIT,0,0,2026-08-14T13:22:16+00:00,21,86,4,4,0,free,https://cuzeacflorin.fr/utils,,active,2026-08-13,2026-09-04,2026-09-04T08:36:56.671+00:00,,
ncdai-react-wheel-picker,ncdai/react-wheel-picker,https://react-wheel-picker.chanhdai.com,https://raw.githubusercontent.com/ncdai/react-wheel-picker/HEAD/registry.json,github,ncdai/react-wheel-picker,https://github.com/ncdai/react-wheel-picker,,,,,,,,1,0,0,unknown,,,active,2026-08-01,2026-09-04,2026-09-04T08:33:09.394+00:00,,
